Produção - feijão
Sigla;Código;Município;2017;2018;2019;2020;2021;2022;2023;
MG;3117603;Conceição do Pará;11;10;33;37;47;45;55;
MG;3117702;Conceição do Rio Verde;5;90;384;192;384;160;135;
MG;3117801;Conceição dos Ouros;18;18;222;224;221;180;180;
MG;3117836;Cônego Marinho;64;78;65;90;45;170;170;
MG;3117876;Confins;0;0;0;0;0;;;
MG;3117900;Congonhal;67;81;83;84;108;45;45;
MG;3118007;Congonhas;89;62;96;85;125;100;103;
MG;3118106;Congonhas do Norte;17;18;35;42;43;50;45;
MG;3118205;Conquista;192;0;12;6;9;5;4;
MG;3118304;Conselheiro Lafaiete;153;147;152;220;172;150;180;
MG;3118403;Conselheiro Pena;33;57;49;33;44;60;70;
MG;3118502;Consolação;12;9;9;11;9;9;13;
MG;3118601;Contagem;0;0;0;0;0;;;
MG;3118700;Coqueiral;486;565;856;584;376;600;500;
MG;3118809;Coração de Jesus;291;354;581;449;933;715;3350;
MG;3118908;Cordisburgo;3;4;57;48;87;40;55;
MG;3119005;Cordislândia;23;24;66;225;94;65;80;
MG;3119104;Corinto;19;19;19;15;18;20;40;
MG;3119203;Coroaci;24;20;38;25;33;70;45;
MG;3119302;Coromandel;5730;5850;6120;4680;6120;3000;3500;
MG;3119401;Coronel Fabriciano;6;6;14;5;4;3;3;
MG;3119500;Coronel Murta;36;48;30;50;56;130;140;
MG;3119609;Coronel Pacheco;10;17;22;18;16;13;12;
MG;3119708;Coronel Xavier Chaves;267;255;85;76;80;45;58;
MG;3119807;Córrego Danta;2;3;66;63;54;60;50;
MG;3119906;Córrego do Bom Jesus;3;3;21;76;28;25;22;
MG;3119955;Córrego Fundo;42;48;53;123;78;115;113;
MG;3120003;Córrego Novo;9;3;13;10;9;17;17;
MG;3120102;Couto de Magalhães de Minas;10;11;40;46;42;42;22;
MG;3120151;Crisólita;78;72;38;54;70;160;180;
MG;3120201;Cristais;360;220;480;840;660;650;600;
MG;3120300;Cristália;86;113;24;7;51;145;320;
MG;3120409;Cristiano Otoni;312;636;546;687;522;370;370;
MG;3120508;Cristina;198;99;186;236;192;160;160;
MG;3120607;Crucilândia;10;14;26;48;53;130;125;
MG;3120706;Cruzeiro da Fortaleza;0;0;0;0;0;;;
MG;3120805;Cruzília;396;451;980;1080;320;300;295;
MG;3120839;Cuparaque;1;1;8;8;12;15;15;
MG;3120870;Curral de Dentro;37;31;25;44;24;245;245;
MG;3120904;Curvelo;125;168;523;515;523;400;300;
MG;3121001;Datas;108;234;288;157;77;62;70;
MG;3121100;Delfim Moreira;16;21;15;13;13;17;17;
MG;3121209;Delfinópolis;862;885;885;885;810;320;320;
MG;3121258;Delta;0;0;0;0;0;;;
MG;3121308;Descoberto;6;4;35;31;35;40;40;
MG;3121407;Desterro de Entre Rios;250;270;405;420;639;450;380;
MG;3121506;Desterro do Melo;294;119;180;390;541;550;450;
MG;3121605;Diamantina;189;259;186;108;337;340;400;
MG;3121704;Diogo de Vasconcelos;50;50;69;69;107;180;145;
MG;3121803;Dionísio;47;54;92;93;99;105;95;
MG;3121902;Divinésia;82;72;76;58;57;73;85;
MG;3122009;Divino;156;307;292;262;294;395;400;
MG;3122108;Divino das Laranjeiras;11;11;8;7;8;12;12;
MG;3122207;Divinolândia de Minas;84;42;70;62;65;80;71;
MG;3122306;Divinópolis;30;25;36;32;33;30;30;
MG;3122355;Divisa Alegre;10;8;9;14;10;70;100;
MG;3122405;Divisa Nova;258;966;606;482;435;490;550;
MG;3122454;Divisópolis;94;80;126;98;72;100;180;
MG;3122470;Dom Bosco;1830;1777;150;120;98;80;65;
MG;3122504;Dom Cavati;11;12;15;12;10;19;16;
MG;3122603;Dom Joaquim;41;58;52;51;46;60;18;
MG;3122702;Dom Silvério;11;12;13;15;14;23;23;
MG;3122801;Dom Viçoso;8;17;41;31;35;33;31;
MG;3122900;Dona Eusébia;2;4;4;2;5;2;3;
MG;3123007;Dores de Campos;87;120;6;12;12;20;45;
MG;3123106;Dores de Guanhães;55;128;79;84;82;130;17;
MG;3123205;Dores do Indaiá;38;42;0;0;0;;;
MG;3123304;Dores do Turvo;186;98;438;258;240;160;140;
MG;3123403;Doresópolis;28;27;87;70;53;60;60;
MG;3123502;Douradoquara;0;0;3;0;0;;;
MG;3123528;Durandé;9;3;136;135;141;130;140;
MG;3123601;Elói Mendes;248;165;516;572;750;800;805;
MG;3123700;Engenheiro Caldas;2;3;3;2;2;3;3;
MG;3123809;Engenheiro Navarro;216;135;113;168;157;135;240;
MG;3123858;Entre Folhas;8;8;9;9;18;22;120;
MG;3123908;Entre Rios de Minas;300;429;675;990;1218;850;900;
MG;3124005;Ervália;1864;594;648;883;1212;1250;1300;
MG;3124104;Esmeraldas;7;5;11;20;20;22;32;
MG;3124203;Espera Feliz;280;428;1158;1206;946;900;1000;
MG;3124302;Espinosa;156;297;143;299;188;750;615;
MG;3124401;Espírito Santo do Dourado;18;22;108;48;57;58;77;
MG;3124500;Estiva;15;16;44;56;48;48;45;
MG;3124609;Estrela Dalva;4;10;10;4;4;8;6;
MG;3124708;Estrela do Indaiá;365;333;369;336;357;160;140;
MG;3124807;Estrela do Sul;390;396;396;401;406;180;120;
MG;3124906;Eugenópolis;31;42;42;42;43;70;65;
MG;3125002;Ewbank da Câmara;1;2;3;5;4;6;7;
MG;3125101;Extrema;15;18;87;68;87;90;100;
MG;3125200;Fama;89;72;72;60;54;30;30;
MG;3125309;Faria Lemos;6;6;8;11;11;10;17;
MG;3125408;Felício dos Santos;50;148;280;380;280;250;300;
MG;3125507;São Gonçalo do Rio Preto;14;15;52;52;65;90;40;
MG;3125606;Felisburgo;105;42;43;48;57;160;450;
MG;3125705;Felixlândia;254;501;231;480;430;200;200;
MG;3125804;Fernandes Tourinho;12;4;6;3;3;5;5;
MG;3125903;Ferros;138;146;198;197;230;220;220;
MG;3125952;Fervedouro;118;131;185;174;187;280;250;
MG;3126000;Florestal;1;1;9;15;14;12;10;
MG;3126109;Formiga;1620;2418;2100;2262;2340;1200;1250;
MG;3126208;Formoso;6390;8343;3880;3900;4140;2000;570;
MG;3126307;Fortaleza de Minas;3;4;163;112;78;55;45;
MG;3126406;Fortuna de Minas;4;2;2;1;4;1;2;
MG;3126505;Francisco Badaró;66;50;29;28;31;62;65;
MG;3126604;Francisco Dumont;26;24;11;11;17;30;22;
MG;3126703;Francisco Sá;300;213;134;317;211;340;230;
MG;3126752;Franciscópolis;125;172;119;119;149;250;248;
MG;3126802;Frei Gaspar;20;21;33;28;26;42;46;
MG;3126901;Frei Inocêncio;6;4;21;16;10;14;12;
MG;3126950;Frei Lagonegro;45;45;77;86;88;90;115;
MG;3127008;Fronteira;11;10;5;0;9;7;8;
MG;3127057;Fronteira dos Vales;7;13;24;19;10;20;15;
MG;3127073;Fruta de Leite;120;58;19;62;39;210;310;
MG;3127107;Frutal;65;72;180;131;60;;;
MG;3127206;Funilândia;26;25;23;14;18;10;35;
MG;3127305;Galiléia;2;22;3;3;5;7;7;
MG;3127339;Gameleiras;63;76;46;67;89;200;270;
MG;3127354;Glaucilândia;20;6;10;34;18;120;80;
MG;3127370;Goiabeira;1;12;4;4;5;6;6;
MG;3127388;Goianá;11;39;39;60;41;33;30;
MG;3127404;Gonçalves;12;15;13;20;36;27;35;
MG;3127503;Gonzaga;42;48;42;47;53;100;140;
MG;3127602;Gouveia;26;31;84;42;33;25;20;
MG;3127701;Governador Valadares;77;271;195;187;207;130;115;
MG;3127800;Grão Mogol;145;140;126;166;171;900;1050;
MG;3127909;Grupiara;0;0;4;0;0;;;
MG;3128006;Guanhães;66;57;120;78;96;170;180;
MG;3128105;Guapé;855;552;720;630;300;250;300;
MG;3128204;Guaraciaba;420;486;636;729;750;730;665;
MG;3128253;Guaraciama;8;7;7;6;6;17;2;
MG;3128303;Guaranésia;347;354;293;234;317;130;120;
MG;3128402;Guarani;48;51;39;30;47;50;50;
MG;3128501;Guarará;12;17;16;10;12;23;19;
MG;3128600;Guarda-Mor;22200;22500;32400;32760;31200;10000;10000;
MG;3128709;Guaxupé;95;113;36;18;23;30;25;
MG;3128808;Guidoval;11;10;66;10;10;15;18;
MG;3128907;Guimarânia;0;0;0;0;0;;;
MG;3129004;Guiricema;36;38;33;44;48;65;120;
MG;3129103;Gurinhatã;4;0;0;0;0;;3;
MG;3129202;Heliodora;2;3;180;180;220;200;200;
MG;3129301;Iapu;14;20;18;15;18;18;20;
MG;3129400;Ibertioga;1694;1661;2325;2227;2673;1400;1400;
MG;3129509;Ibiá;8150;9654;3060;6000;5220;3000;2500;
MG;3129608;Ibiaí;62;73;475;397;196;848;1250;
MG;3129657;Ibiracatu;6;12;36;44;39;200;210;
MG;3129707;Ibiraci;5;10;15;16;20;25;32;
MG;3129806;Ibirité;0;0;0;0;0;3;2;
MG;3129905;Ibitiúra de Minas;0;0;0;0;0;;;
MG;3130002;Ibituruna;1;4;63;36;154;130;100;
MG;3130051;Icaraí de Minas;36;75;100;112;111;290;350;
MG;3130101;Igarapé;2;2;10;4;2;3;2;
MG;3130200;Igaratinga;2;1;0;0;0;;;
MG;3130309;Iguatama;351;225;225;182;1262;535;410;
MG;3130408;Ijaci;7;22;231;225;156;50;55;
MG;3130507;Ilicínea;1260;360;272;173;72;65;85;
MG;3130556;Imbé de Minas;66;84;158;144;275;350;370;
MG;3130606;Inconfidentes;200;174;432;505;390;250;270;
MG;3130655;Indaiabira;294;304;708;339;417;580;759;
MG;3130705;Indianópolis;1;0;0;0;0;;50;
MG;3130804;Ingaí;520;549;990;810;710;400;600;
MG;3130903;Inhapim;75;75;182;203;238;431;415;
MG;3131000;Inhaúma;2;3;3;3;4;4;4;
MG;3131109;Inimutaba;0;0;0;0;0;;;
MG;3131158;Ipaba;3;3;3;4;3;4;4;
MG;3131208;Ipanema;53;32;56;49;45;80;85;
MG;3131307;Ipatinga;1;1;0;0;0;;;
MG;3131406;Ipiaçu;0;0;0;0;0;;;
MG;3131505;Ipuiúna;90;93;123;150;163;160;160;
MG;3131604;Iraí de Minas;396;432;864;618;480;365;450;
MG;3131703;Itabira;12;14;19;18;26;18;25;
MG;3131802;Itabirinha de Mantena;60;48;22;25;31;30;30;
MG;3131901;Itabirito;16;21;20;20;20;33;25;
MG;3132008;Itacambira;84;58;47;40;53;230;230;
MG;3132107;Itacarambi;315;322;498;769;560;485;435;
MG;3132206;Itaguara;38;23;129;146;132;80;72;
MG;3132305;Itaipé;86;110;110;124;114;240;240;
MG;3132404;Itajubá;8;18;8;8;8;10;10;
MG;3132503;Itamarandiba;184;236;120;115;211;600;600;
MG;3132602;Itamarati de Minas;3;16;25;15;11;10;11;
MG;3132701;Itambacuri;79;91;25;22;49;75;35;
MG;3132800;Itambé do Mato Dentro;5;4;19;17;18;10;3;
MG;3132909;Itamogi;0;0;252;180;90;100;100;
MG;3133006;Itamonte;216;57;115;133;110;50;35;
MG;3133105;Itanhandu;18;12;22;41;26;7;6;
MG;3133204;Itanhomi;30;32;22;25;24;30;23;
MG;3133303;Itaobim;63;65;52;40;37;85;70;
MG;3133402;Itapagipe;0;0;0;0;0;;;
MG;3133501;Itapecerica;171;97;114;119;128;140;50;
MG;3133600;Itapeva;5;6;20;102;91;90;70;
MG;3133709;Itatiaiuçu;6;8;19;24;26;25;23;
MG;3133758;Itaú de Minas;183;203;248;180;0;;;
MG;3133808;Itaúna;15;14;20;16;22;18;22;
MG;3133907;Itaverava;50;80;101;101;87;74;69;
MG;3134004;Itinga;164;154;134;116;74;160;170;
MG;3134103;Itueta;64;21;74;58;45;50;60;
MG;3134202;Ituiutaba;32;0;0;0;0;;24;
MG;3134301;Itumirim;102;134;206;315;360;320;320;
MG;3134400;Iturama;0;0;0;0;0;;;
MG;3134509;Itutinga;1278;930;1215;815;1140;800;1050;
MG;3134608;Jaboticatubas;30;28;51;55;42;45;16;
MG;3134707;Jacinto;3;4;4;17;24;60;60;
MG;3134806;Jacuí;9;17;83;285;246;200;220;
MG;3134905;Jacutinga;39;38;38;37;15;10;125;
MG;3135001;Jaguaraçu;1;1;5;6;7;9;10;
MG;3135050;Jaíba;544;550;511;432;516;450;510;
MG;3135076;Jampruca;8;10;66;52;42;105;35;
MG;3135100;Janaúba;108;316;316;130;170;204;265;
MG;3135209;Januária;390;658;628;705;666;1210;1100;
MG;3135308;Japaraíba;4;5;14;14;4;3;4;
MG;3135357;Japonvar;35;39;28;48;49;120;26;
MG;3135407;Jeceaba;54;45;37;62;90;50;90;
MG;3135456;Jenipapo de Minas;33;34;14;15;28;29;45;
MG;3135506;Jequeri;91;105;118;139;168;230;200;
MG;3135605;Jequitaí;894;918;802;866;833;395;540;
MG;3135704;Jequitibá;45;24;45;39;143;55;145;
MG;3135803;Jequitinhonha;105;100;126;163;96;210;300;
MG;3135902;Jesuânia;2;12;0;18;21;15;15;
MG;3136009;Joaíma;56;59;60;78;73;116;230;
MG;3136108;Joanésia;28;36;48;49;62;65;160;
MG;3136207;João Monlevade;2;2;2;1;1;4;4;
MG;3136306;João Pinheiro;11218;11085;726;1664;1634;1025;1025;
MG;3136405;Joaquim Felício;21;33;36;44;23;30;34;
MG;3136504;Jordânia;70;18;75;25;20;31;14;
MG;3136520;José Gonçalves de Minas;36;45;115;72;61;155;140;
MG;3136553;José Raydan;26;30;21;26;26;60;60;
MG;3136579;Josenópolis;62;97;32;41;61;210;116;
MG;3136603;Nova União;21;18;30;24;28;15;12;
MG;3136652;Juatuba;0;0;19;23;15;10;20;
MG;3136702;Juiz de Fora;66;51;82;61;61;45;45;
MG;3136801;Juramento;48;30;93;47;55;240;200;
MG;3136900;Juruaia;22;25;70;70;69;60;60;
MG;3136959;Juvenília;51;81;54;62;49;108;107;
MG;3137007;Ladainha;615;580;441;466;485;795;650;
MG;3137106;Lagamar;2295;1008;1008;3000;3000;500;800;
MG;3137205;Lagoa da Prata;3;3;3;4;5;5;;
MG;3137304;Lagoa dos Patos;35;41;40;57;54;150;120;
MG;3137403;Lagoa Dourada;5805;6319;5740;4770;4820;3500;3000;
MG;3137502;Lagoa Formosa;1200;3350;3410;5530;3720;900;1030;
MG;3137536;Lagoa Grande;1866;1980;4170;3336;0;1500;1500;
MG;3137601;Lagoa Santa;4;3;0;0;0;;;
MG;3137700;Lajinha;128;185;204;249;367;400;335;
MG;3137809;Lambari;4;32;322;190;148;160;140;
MG;3137908;Lamim;67;53;53;56;63;70;60;
MG;3138005;Laranjal;5;7;7;9;8;8;15;
MG;3138104;Lassance;212;226;130;168;184;130;110;
MG;3138203;Lavras;380;369;1170;1395;990;500;735;
MG;3138302;Leandro Ferreira;19;4;1;2;3;2;;
MG;3138351;Leme do Prado;7;11;10;10;11;30;30;
MG;3138401;Leopoldina;37;42;30;24;25;24;17;
MG;3138500;Liberdade;15;18;20;18;18;20;20;
MG;3138609;Lima Duarte;62;65;105;117;121;240;300;
MG;3138625;Limeira do Oeste;0;0;45;0;0;;;
MG;3138658;Lontra;14;20;17;19;23;80;80;
MG;3138674;Luisburgo;126;133;166;231;222;340;340;
MG;3138682;Luislândia;74;71;65;50;48;106;126;
MG;3138708;Luminárias;2740;1410;1436;1110;1040;800;1100;
MG;3138807;Luz;500;492;632;166;204;200;200;
MG;3138906;Machacalis;3;3;24;16;10;20;30;
MG;3139003;Machado;900;810;880;930;504;650;466;
MG;3139102;Madre de Deus de Minas;11250;10100;12790;11138;5544;5000;7500;
MG;3139201;Malacacheta;218;227;194;213;231;360;410;
MG;3139250;Mamonas;20;40;60;15;45;150;200;
MG;3139300;Manga;130;170;716;570;436;470;566;
MG;3139409;Manhuaçu;189;206;508;536;551;700;800;
MG;3139508;Manhumirim;18;24;38;60;52;100;125;
MG;3139607;Mantena;30;33;30;36;61;78;78;
MG;3139706;Maravilhas;5;4;14;2;10;;10;
MG;3139805;Mar de Espanha;66;19;23;38;36;45;50;
MG;3139904;Maria da Fé;26;24;24;23;24;24;24;
MG;3140001;Mariana;14;25;52;76;89;100;110;
MG;3140100;Marilac;44;64;46;44;54;60;50;
MG;3140159;Mário Campos;1;1;1;0;0;;;
MG;3140209;Maripá de Minas;17;7;7;12;12;14;16;
MG;3140308;Marliéria;3;4;10;13;16;20;15;
MG;3140407;Marmelópolis;5;27;42;38;41;30;30;
MG;3140506;Martinho Campos;453;842;866;831;900;300;300;
MG;3140530;Martins Soares;21;23;34;43;29;35;30;
MG;3140555;Mata Verde;8;7;22;27;15;34;35;
MG;3140605;Materlândia;84;75;68;68;67;120;70;
MG;3140704;Mateus Leme;9;12;6;8;7;12;20;
MG;3140803;Matias Barbosa;30;33;55;5;4;5;7;
MG;3140852;Matias Cardoso;225;193;82;263;962;300;400;
MG;3140902;Matipó;92;174;136;198;198;280;360;
MG;3141009;Mato Verde;29;34;93;109;106;250;300;
MG;3141108;Matozinhos;18;5;11;13;15;5;5;
MG;3141207;Matutina;97;90;63;59;75;40;45;
MG;3141306;Medeiros;6290;5788;5800;6176;8390;3075;3167;
MG;3141405;Medina;59;72;54;101;225;450;340;
MG;3141504;Mendes Pimentel;9;31;11;16;21;27;27;
MG;3141603;Mercês;100;102;125;265;178;150;135;
MG;3141702;Mesquita;23;24;29;30;26;48;45;
MG;3141801;Minas Novas;168;291;212;245;245;660;660;
MG;3141900;Minduri;506;1035;2400;4050;3150;1900;1000;
MG;3142007;Mirabela;53;146;74;28;43;80;80;
MG;3142106;Miradouro;111;107;107;159;178;180;170;
MG;3142205;Miraí;9;68;67;77;69;45;40;
MG;3142254;Miravânia;15;46;20;30;16;60;60;
MG;3142304;Moeda;54;8;18;24;20;10;20;
MG;3142403;Moema;0;1;9;0;0;;;
MG;3142502;Monjolos;2;3;12;10;11;3;15;
MG;3142601;Monsenhor Paulo;84;64;105;86;56;25;25;
MG;3142700;Montalvânia;105;155;135;104;105;280;270;
MG;3142809;Monte Alegre de Minas;1738;2048;882;882;0;;;
MG;3142908;Monte Azul;150;186;201;215;208;812;912;
MG;3143005;Monte Belo;128;178;336;650;621;700;500;
MG;3143104;Monte Carmelo;875;1154;1680;0;0;;;
MG;3143153;Monte Formoso;20;28;52;11;30;45;100;
MG;3143203;Monte Santo de Minas;300;295;298;107;228;90;80;
MG;3143302;Montes Claros;582;414;306;552;276;600;675;
MG;3143401;Monte Sião;5;12;9;6;11;5;30;
MG;3143450;Montezuma;54;134;63;212;217;550;700;
MG;3143500;Morada Nova de Minas;2400;2670;1120;1107;560;400;400;
MG;3143609;Morro da Garça;3;4;0;0;91;10;55;
MG;3143708;Morro do Pilar;15;15;12;16;20;25;30;
MG;3143807;Munhoz;53;63;93;188;85;60;60;
MG;3143906;Muriaé;96;108;283;281;295;330;400;
MG;3144003;Mutum;207;312;309;258;192;250;350;
MG;3144102;Muzambinho;90;174;180;336;313;350;500;
MG;3144201;Nacip Raydan;9;10;12;23;31;30;50;
MG;3144300;Nanuque;2;1;29;16;14;25;40;
MG;3144359;Naque;4;5;44;10;12;25;17;
MG;3144375;Natalândia;273;0;360;240;552;;500;
MG;3144409;Natércia;5;18;115;114;102;110;110;
MG;3144508;Nazareno;423;1125;1592;960;1080;500;400;
MG;3144607;Nepomuceno;522;930;1140;1953;810;650;800;
MG;3144656;Ninheira;45;69;65;40;65;230;300;
MG;3144672;Nova Belém;12;28;27;38;48;60;83;
MG;3144706;Nova Era;10;11;11;10;8;14;14;
MG;3144805;Nova Lima;2;2;0;0;0;5;5;
MG;3144904;Nova Módica;2;8;9;9;10;16;30;
MG;3145000;Nova Ponte;2220;3090;4116;4632;4200;1500;1400;
MG;3145059;Nova Porteirinha;120;123;140;84;146;95;170;
MG;3145109;Nova Resende;270;319;553;396;399;400;465;
MG;3145208;Nova Serrana;1;2;0;0;0;;;
MG;3145307;Novo Cruzeiro;310;530;520;660;755;1250;2200;
MG;3145356;Novo Oriente de Minas;13;27;25;37;26;45;22;
MG;3145372;Novorizonte;29;72;48;40;48;170;300;
MG;3145406;Olaria;5;7;14;21;22;15;10;
MG;3145455;Olhos-d'Água;105;49;6;88;16;70;70;
MG;3145505;Olímpio Noronha;0;4;0;0;0;;;
MG;3145604;Oliveira;115;284;216;181;137;180;210;
MG;3145703;Oliveira Fortes;33;35;52;33;37;40;40;
MG;3145802;Onça de Pitangui;1;2;2;0;0;;;
MG;3145851;Oratórios;9;10;17;20;24;43;40;
MG;3145877;Orizânia;150;281;134;108;125;230;195;
MG;3145901;Ouro Branco;70;74;70;59;47;60;60;
MG;3146008;Ouro Fino;11;12;72;71;36;70;85;
MG;3146107;Ouro Preto;35;48;74;90;108;145;145;
MG;3146206;Ouro Verde de Minas;34;36;63;60;64;60;54;
MG;3146255;Padre Carvalho;59;46;95;30;54;20;320;
MG;3146305;Padre Paraíso;50;51;58;43;47;60;60;
MG;3146404;Paineiras;30;14;30;81;102;130;110;
MG;3146503;Pains;20;21;54;26;30;10;25;
MG;3146552;Pai Pedro;38;83;82;75;146;395;395;
MG;3146602;Paiva;27;33;34;28;29;27;27;
MG;3146701;Palma;5;4;4;7;7;9;9;
MG;3146750;Palmópolis;30;33;24;28;21;35;20;
MG;3146909;Papagaios;348;466;354;477;506;210;63;
MG;3147006;Paracatu;57300;54920;84870;91800;70410;26100;24100;
MG;3147105;Pará de Minas;11;21;30;20;30;15;25;
MG;3147204;Paraguaçu;1080;960;1980;1966;3018;1800;1850;
MG;3147303;Paraisópolis;29;32;63;100;64;50;50;
MG;3147402;Paraopeba;370;395;179;456;390;410;43;
MG;3147501;Passabém;4;7;27;32;37;45;95;
MG;3147600;Passa Quatro;14;14;13;13;16;8;8;
MG;3147709;Passa Tempo;21;30;48;92;117;80;80;
MG;3147808;Passa-Vinte;1;9;9;9;6;4;4;
MG;3147907;Passos;3750;4008;3192;3120;2363;1800;1500;
MG;3147956;Patis;12;25;13;17;19;40;150;
MG;3148004;Patos de Minas;4740;6240;6140;5220;5520;2300;2070;
MG;3148103;Patrocínio;5910;7230;7380;10494;1080;2500;1500;
MG;3148202;Patrocínio do Muriaé;6;7;10;12;9;8;8;
MG;3148301;Paula Cândido;666;720;466;435;431;490;510;
MG;3148400;Paulistas;63;66;51;60;65;100;270;
MG;3148509;Pavão;6;15;7;15;12;35;28;
MG;3148608;Peçanha;159;209;89;136;148;245;35;
MG;3148707;Pedra Azul;40;40;45;240;56;520;680;
MG;3148756;Pedra Bonita;65;110;80;118;128;220;220;
MG;3148806;Pedra do Anta;66;73;120;85;103;110;100;
MG;3148905;Pedra do Indaiá;19;35;39;42;46;32;25;
MG;3149002;Pedra Dourada;80;38;59;60;60;90;110;
MG;3149101;Pedralva;25;22;12;12;12;10;10;
MG;3149150;Pedras de Maria da Cruz;29;39;7;17;22;90;120;
MG;3149200;Pedrinópolis;0;0;240;0;0;;;
MG;3149309;Pedro Leopoldo;7;7;7;4;3;3;40;
MG;3149408;Pedro Teixeira;26;26;26;27;30;40;37;
MG;3149507;Pequeri;46;6;3;0;0;;;
MG;3149606;Pequi;127;114;114;121;112;15;9;
MG;3149705;Perdigão;6;7;13;8;9;7;7;
MG;3149804;Perdizes;733;720;8400;16200;12240;5600;6200;
MG;3149903;Perdões;655;540;570;543;558;330;360;
MG;3149952;Periquito;3;4;21;12;13;20;20;
MG;3150000;Pescador;2;3;5;5;9;9;17;
MG;3150109;Piau;10;26;18;14;14;19;19;
MG;3150158;Piedade de Caratinga;120;122;146;98;82;85;50;
MG;3150208;Piedade de Ponte Nova;2;3;2;3;14;4;5;
MG;3150307;Piedade do Rio Grande;610;1002;1560;1755;1476;1200;1300;
MG;3150406;Piedade dos Gerais;14;21;18;27;28;32;28;
MG;3150505;Pimenta;564;582;582;492;676;340;380;
MG;3150539;Pingo-d'Água;3;4;3;3;4;4;4;
MG;3150570;Pintópolis;13;108;60;82;81;110;200;
MG;3150604;Piracema;15;18;220;190;131;130;100;
MG;3150703;Pirajuba;312;486;486;517;432;190;150;
MG;3150802;Piranga;1007;690;1027;1091;729;600;600;
MG;3150901;Piranguçu;5;6;13;13;13;8;5;
MG;3151008;Piranguinho;24;24;24;21;21;15;15;
MG;3151107;Pirapetinga;4;4;4;8;6;6;9;
MG;3151206;Pirapora;280;256;279;261;8;5;37;
MG;3151305;Piraúba;14;14;14;11;9;8;6;
MG;3151404;Pitangui;19;13;48;50;50;80;130;
MG;3151503;Piumhi;1575;1685;3535;2170;2520;1100;1100;
MG;3151602;Planura;821;840;840;861;816;350;300;
MG;3151701;Poço Fundo;110;128;125;148;123;155;162;
MG;3151800;Poços de Caldas;125;156;161;264;219;220;210;
MG;3151909;Pocrane;72;69;79;63;59;80;80;
MG;3152006;Pompéu;1139;2762;2110;2653;3222;1050;350;
MG;3152105;Ponte Nova;57;61;52;61;57;65;65;
MG;3152131;Ponto Chique;23;25;40;21;36;70;70;
MG;3152170;Ponto dos Volantes;61;109;112;77;65;160;150;
MG;3152204;Porteirinha;159;429;299;240;293;700;630;
MG;3152303;Porto Firme;932;582;468;490;615;990;930;
MG;3152402;Poté;204;199;130;162;158;230;60;
MG;3152501;Pouso Alegre;1010;792;778;564;815;510;200;
MG;3152600;Pouso Alto;104;95;91;77;93;70;100;
MG;3152709;Prados;351;579;2439;2429;2429;1230;500;
MG;3152808;Prata;42;8;132;90;132;75;644;
MG;3152907;Pratápolis;900;720;900;2400;1320;1100;900;
MG;3153004;Pratinha;1650;1680;2010;1860;1841;900;760;
MG;3153103;Presidente Bernardes;762;777;707;717;783;1190;1100;
MG;3153202;Presidente Juscelino;76;92;77;12;21;70;45;
MG;3153301;Presidente Kubitschek;8;8;30;22;29;23;49;
MG;3153400;Presidente Olegário;3600;4410;2250;4380;2940;1900;1700;
MG;3153509;Alto Jequitibá;18;39;109;96;114;125;180;
MG;3153608;Prudente de Morais;17;18;0;0;0;;;
MG;3153707;Quartel Geral;0;0;0;0;0;20;20;
MG;3153806;Queluzito;210;217;313;319;307;185;155;
MG;3153905;Raposos;0;0;0;0;0;;;
MG;3154002;Raul Soares;159;185;270;257;270;575;530;
MG;3154101;Recreio;17;8;4;2;3;5;5;
MG;3154150;Reduto;2;3;3;5;3;2;10;
MG;3154200;Resende Costa;97;182;172;90;110;100;105;
MG;3154309;Resplendor;53;42;42;33;54;76;140;
MG;3154408;Ressaquinha;330;330;315;335;288;225;220;
MG;3154457;Riachinho;637;1050;1980;1710;2610;1150;900;
MG;3154507;Riacho dos Machados;38;63;24;27;20;90;70;
MG;3154606;Ribeirão das Neves;2;2;2;3;3;2;2;
MG;3154705;Ribeirão Vermelho;21;45;177;130;158;120;75;
MG;3154804;Rio Acima;3;3;0;0;0;2;4;
MG;3154903;Rio Casca;1722;1632;1182;1146;1107;1230;1230;
MG;3155009;Rio Doce;4;6;12;17;17;12;35;
MG;3155108;Rio do Prado;3;1;23;11;15;5;55;
MG;3155207;Rio Espera;153;219;201;290;198;280;290;
MG;3155306;Rio Manso;12;13;13;13;10;9;9;
MG;3155405;Rio Novo;4;52;58;29;36;29;29;
MG;3155504;Rio Paranaíba;2564;3840;6290;1059;1575;510;620;
MG;3155603;Rio Pardo de Minas;755;709;648;572;824;1150;2900;
MG;3155702;Rio Piracicaba;61;80;72;68;79;75;65;
MG;3155801;Rio Pomba;63;33;39;32;27;28;30;
MG;3155900;Rio Preto;1;5;15;4;2;2;4;
MG;3156007;Rio Vermelho;258;312;279;327;324;410;360;
