CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clínica Básica por Município
Período:Jul/2024
"Município";"Clínica_Básica"
"420985 LINDOIA DO SUL";6
"420990 LONTRAS";13
"421000 LUIZ ALVES";9
"421003 LUZERNA";10
"421005 MACIEIRA";3
"421010 MAFRA";180
"421020 MAJOR GERCINO";2
"421030 MAJOR VIEIRA";7
"421040 MARACAJA";2
"421050 MARAVILHA";88
"421055 MAREMA";3
"421060 MASSARANDUBA";31
"421070 MATOS COSTA";2
"421080 MELEIRO";8
"421085 MIRIM DOCE";3
"421090 MODELO";2
"421100 MONDAI";20
"421105 MONTE CARLO";14
"421110 MONTE CASTELO";10
"421120 MORRO DA FUMACA";14
"421125 MORRO GRANDE";5
"421130 NAVEGANTES";111
"421140 NOVA ERECHIM";4
"421145 NOVA ITABERABA";3
"421150 NOVA TRENTO";11
"421160 NOVA VENEZA";27
"421165 NOVO HORIZONTE";3
"421170 ORLEANS";65
"421175 OTACILIO COSTA";26
"421180 OURO";10
"421185 OURO VERDE";4
"421187 PAIAL";2
"421189 PAINEL";2
"421190 PALHOCA";202
"421200 PALMA SOLA";12
"421205 PALMEIRA";3
"421210 PALMITOS";23
"421220 PAPANDUVA";16
"421223 PARAISO";7
"421225 PASSO DE TORRES";12
"421227 PASSOS MAIA";9
"421230 PAULO LOPES";8
"421240 PEDRAS GRANDES";7
"421250 PENHA";81
"421260 PERITIBA";4
"421265 PESCARIA BRAVA";9
"421270 PETROLANDIA";8
"421280 BALNEARIO PICARRAS";21
"421290 PINHALZINHO";47
"421300 PINHEIRO PRETO";1
"421310 PIRATUBA";1
"421315 PLANALTO ALEGRE";3
"421320 POMERODE";55
"421330 PONTE ALTA";3
"421335 PONTE ALTA DO NORTE";6
"421340 PONTE SERRADA";7
"421350 PORTO BELO";21
"421360 PORTO UNIAO";64
"421370 POUSO REDONDO";14
"421380 PRAIA GRANDE";3
"421390 PRESIDENTE CASTELLO BRANCO";1
"421400 PRESIDENTE GETULIO";23
"421420 QUILOMBO";12
"421430 RANCHO QUEIMADO";2
"421440 RIO DAS ANTAS";6
"421450 RIO DO CAMPO";11
"421460 RIO DO OESTE";5
"421470 RIO DOS CEDROS";14
"421480 RIO DO SUL";152
"421490 RIO FORTUNA";1
"421500 RIO NEGRINHO";66
"421505 RIO RUFINO";5
"421507 RIQUEZA";6
"421510 RODEIO";19
"421520 ROMELANDIA";5
"421530 SALETE";9
"421535 SALTINHO";1
"421540 SALTO VELOSO";2
"421545 SANGAO";14
"421550 SANTA CECILIA";30
"421555 SANTA HELENA";1
"421560 SANTA ROSA DE LIMA";1
"421565 SANTA ROSA DO SUL";10
"421567 SANTA TEREZINHA";4
"421568 SANTA TEREZINHA DO PROGRESSO";1
"421569 SANTIAGO DO SUL";1
"421570 SANTO AMARO DA IMPERATRIZ";21
"421575 SAO BERNARDINO";2
"421580 SAO BENTO DO SUL";126
"421590 SAO BONIFACIO";7
"421600 SAO CARLOS";8
"421605 SAO CRISTOVAO DO SUL";3
"421610 SAO DOMINGOS";11
"421620 SAO FRANCISCO DO SUL";85
"421625 SAO JOAO DO OESTE";5
"421630 SAO JOAO BATISTA";43
"421635 SAO JOAO DO ITAPERIU";5
"421640 SAO JOAO DO SUL";8
"421650 SAO JOAQUIM";28
"421660 SAO JOSE";256
"421670 SAO JOSE DO CEDRO";17
"421680 SAO JOSE DO CERRITO";4
"421690 SAO LOURENCO DO OESTE";40
"421700 SAO LUDGERO";21
"421710 SAO MARTINHO";10
"421715 SAO MIGUEL DA BOA VISTA";1
"421720 SAO MIGUEL DO OESTE";73
"421725 SAO PEDRO DE ALCANTARA";7
"421730 SAUDADES";11
"421740 SCHROEDER";21
"421750 SEARA";32
"421755 SERRA ALTA";2
"421760 SIDEROPOLIS";15
"421770 SOMBRIO";38
"421775 SUL BRASIL";2
"421780 TAIO";29
"421790 TANGARA";8
"421795 TIGRINHOS";2
"421800 TIJUCAS";109
"421810 TIMBE DO SUL";4
"421820 TIMBO";76
"421825 TIMBO GRANDE";4
"421830 TRES BARRAS";24
"421835 TREVISO";4
"421840 TREZE DE MAIO";9
"421850 TREZE TILIAS";19
"421860 TROMBUDO CENTRAL";8
"421870 TUBARAO";366
"421875 TUNAPOLIS";3
"421880 TURVO";13
"421885 UNIAO DO OESTE";2
"421890 URUBICI";17
"421895 URUPEMA";2
"421900 URUSSANGA";48
"421910 VARGEAO";2
"421915 VARGEM";1
"421917 VARGEM BONITA";4
"421920 VIDAL RAMOS";2
"421930 VIDEIRA";148
"421935 VITOR MEIRELES";5
"421940 WITMARSUM";2
"421950 XANXERE";60
"421960 XAVANTINA";3
"421970 XAXIM";47
"421985 ZORTEA";1
"422000 BALNEARIO RINCAO";15
"430003 ACEGUA";6
"430005 AGUA SANTA";2
"430010 AGUDO";8
"430020 AJURICABA";7
"430030 ALECRIM";3
"430040 ALEGRETE";105
"430045 ALEGRIA";13
"430047 ALMIRANTE TAMANDARE DO SUL";6
"430050 ALPESTRE";4
"430055 ALTO ALEGRE";4
"430057 ALTO FELIZ";1
"430060 ALVORADA";119
"430063 AMARAL FERRADOR";2
"430064 AMETISTA DO SUL";8
"430066 ANDRE DA ROCHA";1
"430070 ANTA GORDA";6
"430080 ANTONIO PRADO";35
"430085 ARAMBARE";7
"430087 ARARICA";4
"430090 ARATIBA";3
"430100 ARROIO DO MEIO";30
"430105 ARROIO DO SAL";9
"430107 ARROIO DO PADRE";2
"430110 ARROIO DOS RATOS";7
"430120 ARROIO DO TIGRE";13
"430130 ARROIO GRANDE";16
"430140 ARVOREZINHA";15
"430150 AUGUSTO PESTANA";23
"430155 AUREA";5
"430160 BAGE";165
"430163 BALNEARIO PINHAL";23
"430165 BARAO";9
"430170 BARAO DE COTEGIPE";7
"430175 BARAO DO TRIUNFO";4
"430180 BARRACAO";17
"430185 BARRA DO GUARITA";1
"430187 BARRA DO QUARAI";2
"430190 BARRA DO RIBEIRO";10
"430192 BARRA DO RIO AZUL";3
"430195 BARRA FUNDA";5
"430200 BARROS CASSAL";6
"430205 BENJAMIN CONSTANT DO SUL";5
"430210 BENTO GONCALVES";101
"430215 BOA VISTA DAS MISSOES";5
"430220 BOA VISTA DO BURICA";22
"430222 BOA VISTA DO CADEADO";2
"430225 BOA VISTA DO SUL";2
"430230 BOM JESUS";9
"430235 BOM PRINCIPIO";18
"430237 BOM PROGRESSO";1
"430240 BOM RETIRO DO SUL";23
"430245 BOQUEIRAO DO LEAO";27
"430250 BOSSOROCA";6
"430260 BRAGA";1
"430270 BUTIA";24
"430280 CACAPAVA DO SUL";21
"430290 CACEQUI";12
"430300 CACHOEIRA DO SUL";46
"430310 CACHOEIRINHA";158
"430320 CACIQUE DOBLE";7
"430330 CAIBATE";9
"430340 CAICARA";3
"430350 CAMAQUA";370
"430355 CAMARGO";6
"430360 CAMBARA DO SUL";3
"430367 CAMPESTRE DA SERRA";5
"430370 CAMPINA DAS MISSOES";8
"430380 CAMPINAS DO SUL";2
"430390 CAMPO BOM";106
"430400 CAMPO NOVO";3
"430410 CAMPOS BORGES";10
"430420 CANDELARIA";25
"430430 CANDIDO GODOI";7
"430435 CANDIOTA";9
"430440 CANELA";8
"430450 CANGUCU";32
"430460 CANOAS";306
"430461 CANUDOS DO VALE";1
"430462 CAPAO BONITO DO SUL";4
"430463 CAPAO DA CANOA";62
"430465 CAPAO DO CIPO";2
"430466 CAPAO DO LEAO";10
"430467 CAPIVARI DO SUL";10
"430468 CAPELA DE SANTANA";2
"430469 CAPITAO";4
"430470 CARAZINHO";372
"430471 CARAA";5
"430480 CARLOS BARBOSA";23
"430485 CARLOS GOMES";1
"430490 CASCA";23
"430495 CASEIROS";2
"430500 CATUIPE";8
"430510 CAXIAS DO SUL";720
"430511 CENTENARIO";2
"430512 CERRITO";4
"430513 CERRO BRANCO";4
"430515 CERRO GRANDE";6
"430517 CERRO GRANDE DO SUL";6
"430520 CERRO LARGO";20
"430530 CHAPADA";13
"430535 CHARQUEADAS";48
"430537 CHARRUA";3
"430540 CHIAPETTA";5
"430543 CHUI";3
"430545 CIDREIRA";7
"430550 CIRIACO";1
"430558 COLINAS";4
"430560 COLORADO";2
"430570 CONDOR";4
"430580 CONSTANTINA";9
"430583 COQUEIRO BAIXO";1
"430585 COQUEIROS DO SUL";3
"430587 CORONEL BARROS";1
"430590 CORONEL BICACO";10
"430595 COTIPORA";5
"430597 COXILHA";5
"430600 CRISSIUMAL";6
"430605 CRISTAL";8
"430607 CRISTAL DO SUL";1
"430610 CRUZ ALTA";59
"430613 CRUZALTENSE";2
"430620 CRUZEIRO DO SUL";7
"430630 DAVID CANABARRO";3
"430632 DERRUBADAS";2
"430635 DEZESSEIS DE NOVEMBRO";3
"430637 DILERMANDO DE AGUIAR";2
"430640 DOIS IRMAOS";102
"430642 DOIS IRMAOS DAS MISSOES";1
"430645 DOIS LAJEADOS";9
"430650 DOM FELICIANO";7
"430655 DOM PEDRO DE ALCANTARA";5
"430660 DOM PEDRITO";30
"430673 DOUTOR MAURICIO CARDOSO";4
"430675 DOUTOR RICARDO";3
"430676 ELDORADO DO SUL";13
"430680 ENCANTADO";100
"430690 ENCRUZILHADA DO SUL";36
"430692 ENGENHO VELHO";3
"430693 ENTRE-IJUIS";4
"430695 ENTRE RIOS DO SUL";3
"430697 EREBANGO";3
"430700 ERECHIM";57
"430705 ERNESTINA";1
"430710 HERVAL";3
"430720 ERVAL GRANDE";5
"430730 ERVAL SECO";5
"430740 ESMERALDA";2
"430745 ESPERANCA DO SUL";3
"430750 ESPUMOSO";27
"430755 ESTACAO";7
"430760 ESTANCIA VELHA";53
"430770 ESTEIO";135
"430780 ESTRELA";103
"430781 ESTRELA VELHA";6
"430783 EUGENIO DE CASTRO";4
"430786 FAGUNDES VARELA";1
"430790 FARROUPILHA";69
"430800 FAXINAL DO SOTURNO";7
"430805 FAXINALZINHO";3
"430807 FAZENDA VILANOVA";15
"430810 FELIZ";11
"430820 FLORES DA CUNHA";89
"430825 FLORIANO PEIXOTO";3
"430830 FONTOURA XAVIER";5
"430840 FORMIGUEIRO";3
"430843 FORQUETINHA";2
"430845 FORTALEZA DOS VALOS";4
"430850 FREDERICO WESTPHALEN";70
"430860 GARIBALDI";52
"430865 GARRUCHOS";2
"430870 GAURAMA";8
"430880 GENERAL CAMARA";12
"430885 GENTIL";2
"430890 GETULIO VARGAS";21
"430900 GIRUA";33
"430905 GLORINHA";1
"430910 GRAMADO";193
"430912 GRAMADO DOS LOUREIROS";4
"430915 GRAMADO XAVIER";1
"430920 GRAVATAI";389
"430925 GUABIJU";9
"430930 GUAIBA";103
"430940 GUAPORE";16
"430950 GUARANI DAS MISSOES";8
"430955 HARMONIA";1
"430957 HERVEIRAS";2
"430960 HORIZONTINA";33
"430965 HULHA NEGRA";4
"430970 HUMAITA";2
"430975 IBARAMA";4
"430980 IBIACA";5
"430990 IBIRAIARAS";21
"430995 IBIRAPUITA";1
"431000 IBIRUBA";28
"431010 IGREJINHA";83
"431020 IJUI";211
"431030 ILOPOLIS";15
"431033 IMBE";33
"431036 IMIGRANTE";4
"431040 INDEPENDENCIA";9
"431041 INHACORA";2
"431043 IPE";5
"431046 IPIRANGA DO SUL";2
"431050 IRAI";5
"431053 ITAARA";6
"431055 ITACURUBI";2
"431057 ITAPUCA";2
"431060 ITAQUI";34
"431065 ITATI";3
"431070 ITATIBA DO SUL";8
"431075 IVORA";2
"431080 IVOTI";31
"431085 JABOTICABA";7
"431090 JACUTINGA";7
"431100 JAGUARAO";34
"431110 JAGUARI";7
"431112 JAQUIRANA";4
"431113 JARI";1
"431115 JOIA";2
"431120 JULIO DE CASTILHOS";16
"431123 LAGOA BONITA DO SUL";1
"431125 LAGOAO";6
"431127 LAGOA DOS TRES CANTOS";6
"431130 LAGOA VERMELHA";65
"431140 LAJEADO";237
"431142 LAJEADO DO BUGRE";2
"431150 LAVRAS DO SUL";6
"431160 LIBERATO SALZANO";4
"431162 LINDOLFO COLLOR";3
"431164 LINHA NOVA";1
"431170 MACHADINHO";9
"431171 MACAMBARA";2
"431173 MAMPITUBA";3
"431175 MANOEL VIANA";6
"431177 MAQUINE";1
"431179 MARATA";5
"431180 MARAU";104
"431190 MARCELINO RAMOS";4
"431198 MARIANA PIMENTEL";3
"431200 MARIANO MORO";8
"431205 MARQUES DE SOUZA";12
"431210 MATA";2
"431213 MATO CASTELHANO";2
"431215 MATO LEITAO";2
"431217 MATO QUEIMADO";1
"431220 MAXIMILIANO DE ALMEIDA";1
"431225 MINAS DO LEAO";4
"431230 MIRAGUAI";4
"431235 MONTAURI";1
"431237 MONTE ALEGRE DOS CAMPOS";4
"431238 MONTE BELO DO SUL";2
"431240 MONTENEGRO";280
"431242 MORMACO";6
"431244 MORRINHOS DO SUL";6
"431245 MORRO REDONDO";6
"431247 MORRO REUTER";3
"431250 MOSTARDAS";1
"431260 MUCUM";3
"431261 MUITOS CAPOES";2
"431262 MULITERNO";2
"431265 NAO-ME-TOQUE";27
"431267 NICOLAU VERGUEIRO";1
"431270 NONOAI";9
"431275 NOVA ALVORADA";3
"431280 NOVA ARACA";2
"431290 NOVA BASSANO";7
"431295 NOVA BOA VISTA";3
"431300 NOVA BRESCIA";5
"431301 NOVA CANDELARIA";3
"431303 NOVA ESPERANCA DO SUL";6
"431306 NOVA HARTZ";15
"431308 NOVA PADUA";2
"431310 NOVA PALMA";10
"431320 NOVA PETROPOLIS";37
"431330 NOVA PRATA";106
"431333 NOVA RAMADA";3
"431335 NOVA ROMA DO SUL";1
"431337 NOVA SANTA RITA";33
"431339 NOVO CABRAIS";3
"431340 NOVO HAMBURGO";217
"431342 NOVO MACHADO";4
"431344 NOVO TIRADENTES";2
"431349 NOVO BARREIRO";7
"431350 OSORIO";104
"431360 PAIM FILHO";8
"431365 PALMARES DO SUL";9
"431370 PALMEIRA DAS MISSOES";44
"431380 PALMITINHO";9
"431390 PANAMBI";19
"431395 PANTANO GRANDE";8
"431400 PARAI";13
"431402 PARAISO DO SUL";7
"431403 PARECI NOVO";3
"431405 PAROBE";57
"431406 PASSA SETE";4
"431407 PASSO DO SOBRADO";6
"431410 PASSO FUNDO";797
"431413 PAULO BENTO";1
"431415 PAVERAMA";5
"431420 PEDRO OSORIO";6
"431430 PEJUCARA";3
"431440 PELOTAS";649
"431442 PICADA CAFE";6
"431445 PINHAL";1
"431446 PINHAL DA SERRA";4
"431447 PINHAL GRANDE";1
"431449 PINHEIRINHO DO VALE";5
"431450 PINHEIRO MACHADO";65
"431454 PINTO BANDEIRA";4
"431455 PIRAPO";2
"431460 PIRATINI";7
"431470 PLANALTO";2
"431475 POCO DAS ANTAS";3
"431477 PONTAO";6
"431478 PONTE PRETA";4
"431480 PORTAO";71
"431490 PORTO ALEGRE";3760
"431500 PORTO LUCENA";8
"431505 PORTO MAUA";2
"431507 PORTO VERA CRUZ";1
"431510 PORTO XAVIER";10
"431513 POUSO NOVO";2
"431514 PRESIDENTE LUCENA";4
"431515 PROGRESSO";11
"431517 PROTASIO ALVES";1
"431520 PUTINGA";5
"431530 QUARAI";15
"431531 QUATRO IRMAOS";1
"431532 QUEVEDOS";1
"431540 REDENTORA";3
"431545 RELVADO";2
"431550 RESTINGA SECA";16
"431555 RIO DOS INDIOS";3
"431560 RIO GRANDE";268
"431570 RIO PARDO";29
"431575 RIOZINHO";2
"431580 ROCA SALES";7
"431590 RODEIO BONITO";21
"431595 ROLADOR";8
"431600 ROLANTE";27
"431610 RONDA ALTA";5
"431620 RONDINHA";8
"431630 ROQUE GONZALES";10
"431640 ROSARIO DO SUL";38
"431642 SAGRADA FAMILIA";3
"431643 SALDANHA MARINHO";2
"431645 SALTO DO JACUI";6
"431647 SALVADOR DAS MISSOES";1
"431650 SALVADOR DO SUL";14
"431660 SANANDUVA";58
"431670 SANTA BARBARA DO SUL";5
"431673 SANTA CECILIA DO SUL";2
"431675 SANTA CLARA DO SUL";9
"431680 SANTA CRUZ DO SUL";147
"431690 SANTA MARIA";189
"431695 SANTA MARIA DO HERVAL";5
"431697 SANTA MARGARIDA DO SUL";5
"431700 SANTANA DA BOA VISTA";5
"431710 SANT'ANA DO LIVRAMENTO";107
"431720 SANTA ROSA";34
"431725 SANTA TEREZA";2
"431730 SANTA VITORIA DO PALMAR";24
"431740 SANTIAGO";116
"431750 SANTO ANGELO";366
"431755 SANTO ANTONIO DO PALMA";1
"431760 SANTO ANTONIO DA PATRULHA";60
"431770 SANTO ANTONIO DAS MISSOES";12
"431775 SANTO ANTONIO DO PLANALTO";2
"431780 SANTO AUGUSTO";7
"431790 SANTO CRISTO";50
"431795 SANTO EXPEDITO DO SUL";1
"431800 SAO BORJA";110
"431805 SAO DOMINGOS DO SUL";4
"431810 SAO FRANCISCO DE ASSIS";9
"431820 SAO FRANCISCO DE PAULA";14
"431830 SAO GABRIEL";103
"431840 SAO JERONIMO";62
"431842 SAO JOAO DA URTIGA";6
"431843 SAO JOAO DO POLESINE";3
"431844 SAO JORGE";1
"431845 SAO JOSE DAS MISSOES";3
"431846 SAO JOSE DO HERVAL";5
"431848 SAO JOSE DO HORTENCIO";2
"431849 SAO JOSE DO INHACORA";5
"431850 SAO JOSE DO NORTE";18
"431860 SAO JOSE DO OURO";13
"431861 SAO JOSE DO SUL";2
"431862 SAO JOSE DOS AUSENTES";8
"431870 SAO LEOPOLDO";173
"431880 SAO LOURENCO DO SUL";44
"431890 SAO LUIZ GONZAGA";61
"431900 SAO MARCOS";22
"431910 SAO MARTINHO";10
"431915 SAO MIGUEL DAS MISSOES";14
"431920 SAO NICOLAU";3
"431930 SAO PAULO DAS MISSOES";5
"431935 SAO PEDRO DA SERRA";3
"431936 SAO PEDRO DAS MISSOES";5
"431937 SAO PEDRO DO BUTIA";1
"431940 SAO PEDRO DO SUL";25
"431950 SAO SEBASTIAO DO CAI";34
"431960 SAO SEPE";14
"431970 SAO VALENTIM";3
"431975 SAO VENDELINO";3
"431980 SAO VICENTE DO SUL";14
"431990 SAPIRANGA";102
"432000 SAPUCAIA DO SUL";83
"432010 SARANDI";24
"432020 SEBERI";19
"432026 SEGREDO";6
"432030 SELBACH";2
"432032 SENADOR SALGADO FILHO";3
"432035 SENTINELA DO SUL";3
"432040 SERAFINA CORREA";39
"432045 SERIO";4
"432050 SERTAO";6
"432055 SERTAO SANTANA";24
"432057 SETE DE SETEMBRO";2
"432060 SEVERIANO DE ALMEIDA";4
"432065 SILVEIRA MARTINS";3
"432067 SINIMBU";11
"432070 SOBRADINHO";53
"432080 SOLEDADE";68
"432085 TABAI";4
"432090 TAPEJARA";33
"432100 TAPERA";10
"432110 TAPES";23
"432120 TAQUARA";45
"432130 TAQUARI";28
"432132 TAQUARUCU DO SUL";1
"432135 TAVARES";2
"432140 TENENTE PORTELA";23
"432143 TERRA DE AREIA";9
"432145 TEUTONIA";42
"432146 TIO HUGO";4
"432147 TIRADENTES DO SUL";2
"432149 TOROPI";3
"432150 TORRES";53
"432160 TRAMANDAI";94
"432162 TRAVESSEIRO";2
"432163 TRES ARROIOS";4
"432166 TRES CACHOEIRAS";8
"432170 TRES COROAS";31
"432180 TRES DE MAIO";58
"432183 TRES FORQUILHAS";4
"432185 TRES PALMEIRAS";5
"432190 TRES PASSOS";58
"432195 TRINDADE DO SUL";3
"432200 TRIUNFO";22
"432210 TUCUNDUVA";9
"432215 TUNAS";5
"432218 TUPANCI DO SUL";3
"432220 TUPANCIRETA";13
"432225 TUPANDI";1
"432230 TUPARENDI";26
"432232 TURUCU";6
"432234 UBIRETAMA";1
"432235 UNIAO DA SERRA";2
"432237 UNISTALDA";10
"432240 URUGUAIANA";212
"432250 VACARIA";128
"432252 VALE VERDE";3
"432253 VALE DO SOL";7
"432254 VALE REAL";13
"432260 VENANCIO AIRES";133
"432270 VERA CRUZ";26
"432280 VERANOPOLIS";146
"432285 VESPASIANO CORREA";5
"432290 VIADUTOS";5
"432300 VIAMAO";147
"432310 VICENTE DUTRA";2
"432320 VICTOR GRAEFF";4
"432330 VILA FLORES";5
"432335 VILA LANGARO";5
"432340 VILA MARIA";1
"432345 VILA NOVA DO SUL";2
"432350 VISTA ALEGRE";3
"432375 VITORIA DAS MISSOES";2
"432377 WESTFALIA";4
"432380 XANGRI-LA";17
"500020 AGUA CLARA";14
"500025 ALCINOPOLIS";8
"500060 AMAMBAI";42
"500070 ANASTACIO";22
"500080 ANAURILANDIA";1
"500085 ANGELICA";11
"500090 ANTONIO JOAO";11
"500100 APARECIDA DO TABOADO";60
"500110 AQUIDAUANA";60
"500124 ARAL MOREIRA";7
"500150 BANDEIRANTES";3
"500190 BATAGUASSU";21
"500200 BATAYPORA";8
"500210 BELA VISTA";35
"500215 BODOQUENA";5
"500220 BONITO";17
"500230 BRASILANDIA";18
"500240 CAARAPO";28
"500260 CAMAPUA";20
"500270 CAMPO GRANDE";895
"500280 CARACOL";3
"500290 CASSILANDIA";43
"500295 CHAPADAO DO SUL";39
"500310 CORGUINHO";5
"500315 CORONEL SAPUCAIA";7
"500320 CORUMBA";90
"500325 COSTA RICA";16
"500330 COXIM";29
"500345 DEODAPOLIS";47
"500348 DOIS IRMAOS DO BURITI";9
"500350 DOURADINA";8
"500370 DOURADOS";439
"500375 ELDORADO";15
"500380 FATIMA DO SUL";25
"500390 FIGUEIRAO";4
"500400 GLORIA DE DOURADOS";19
"500410 GUIA LOPES DA LAGUNA";6
"500430 IGUATEMI";15
"500440 INOCENCIA";12
"500450 ITAPORA";15
"500460 ITAQUIRAI";8
"500470 IVINHEMA";113
"500480 JAPORA";1
"500490 JARAGUARI";5
"500500 JARDIM";26
"500510 JATEI";2
"500515 JUTI";2
"500520 LADARIO";15
"500540 MARACAJU";40
"500560 MIRANDA";28
"500568 MUNDO NOVO";11
"500570 NAVIRAI";48
"500580 NIOAQUE";5
"500600 NOVA ALVORADA DO SUL";21
"500620 NOVA ANDRADINA";107
"500625 NOVO HORIZONTE DO SUL";2
"500627 PARAISO DAS AGUAS";15
"500630 PARANAIBA";46
"500635 PARANHOS";7
"500640 PEDRO GOMES";3
"500660 PONTA PORA";157
"500690 PORTO MURTINHO";4
"500710 RIBAS DO RIO PARDO";32
"500720 RIO BRILHANTE";91
"500730 RIO NEGRO";4
"500740 RIO VERDE DE MATO GROSSO";23
"500755 SANTA RITA DO PARDO";6
"500769 SAO GABRIEL DO OESTE";32
"500770 SETE QUEDAS";6
"500780 SELVIRIA";8
"500790 SIDROLANDIA";33
"500793 SONORA";27
"500795 TACURU";2
"500797 TAQUARUSSU";3
"500800 TERENOS";18
"500830 TRES LAGOAS";114
"500840 VICENTINA";8
"510010 ACORIZAL";11
"510020 AGUA BOA";55
"510025 ALTA FLORESTA";123
"510030 ALTO ARAGUAIA";23
"510035 ALTO BOA VISTA";7
"510040 ALTO GARCAS";7
"510050 ALTO PARAGUAI";1
"510060 ALTO TAQUARI";12
"510080 APIACAS";7
"510100 ARAGUAIANA";2
"510125 ARAPUTANGA";10
"510130 ARENAPOLIS";3
"510140 ARIPUANA";26
"510160 BARAO DE MELGACO";4
"510170 BARRA DO BUGRES";34
"510180 BARRA DO GARCAS";86
"510185 BOM JESUS DO ARAGUAIA";5
"510190 BRASNORTE";26
"510250 CACERES";218
"510260 CAMPINAPOLIS";7
"510263 CAMPO NOVO DO PARECIS";27
"510267 CAMPO VERDE";42
"510268 CAMPOS DE JULIO";14
"510269 CANABRAVA DO NORTE";5
"510270 CANARANA";31
"510279 CARLINDA";8
"510285 CASTANHEIRA";7
"510300 CHAPADA DOS GUIMARAES";8
"510305 CLAUDIA";6
"510310 COCALINHO";5
"510320 COLIDER";42
"510325 COLNIZA";15
"510330 COMODORO";37
"510335 CONFRESA";68
"510336 CONQUISTA D'OESTE";5
"510337 COTRIGUACU";4
"510340 CUIABA";561
"510343 CURVELANDIA";2
"510345 DENISE";2
"510350 DIAMANTINO";23
"510360 DOM AQUINO";6
"510370 FELIZ NATAL";12
"510380 FIGUEIROPOLIS D'OESTE";2
"510385 GAUCHA DO NORTE";11
"510390 GENERAL CARNEIRO";4
"510395 GLORIA D'OESTE";6
"510410 GUARANTA DO NORTE";19
"510420 GUIRATINGA";9
"510450 INDIAVAI";3
"510452 IPIRANGA DO NORTE";14
"510454 ITANHANGA";9
"510460 ITIQUIRA";8
"510480 JACIARA";49
"510490 JANGADA";8
"510500 JAURU";13
"510510 JUARA";48
"510515 JUINA";51
"510517 JURUENA";10
"510520 JUSCIMEIRA";7
"510523 LAMBARI D'OESTE";6
"510525 LUCAS DO RIO VERDE";132
"510530 LUCIARA";4
"510550 VILA BELA DA SANTISSIMA TRINDADE";9
"510558 MARCELANDIA";6
"510560 MATUPA";29
"510562 MIRASSOL D'OESTE";40
"510590 NOBRES";36
"510600 NORTELANDIA";5
"510610 NOSSA SENHORA DO LIVRAMENTO";5
"510615 NOVA BANDEIRANTES";6
"510617 NOVA NAZARE";2
"510618 NOVA LACERDA";4
"510619 NOVA SANTA HELENA";3
"510620 NOVA BRASILANDIA";3
"510621 NOVA CANAA DO NORTE";6
"510622 NOVA MUTUM";71
"510623 NOVA OLIMPIA";18
"510624 NOVA UBIRATA";16
"510625 NOVA XAVANTINA";20
"510626 NOVO MUNDO";5
"510627 NOVO HORIZONTE DO NORTE";4
"510628 NOVO SAO JOAQUIM";4
"510629 PARANAITA";9
"510630 PARANATINGA";32
"510631 NOVO SANTO ANTONIO";1
"510637 PEDRA PRETA";14
"510642 PEIXOTO DE AZEVEDO";16
"510645 PLANALTO DA SERRA";3
"510650 POCONE";21
"510665 PONTAL DO ARAGUAIA";1
"510670 PONTE BRANCA";2
"510675 PONTES E LACERDA";47
"510677 PORTO ALEGRE DO NORTE";3
"510680 PORTO DOS GAUCHOS";9
"510682 PORTO ESPERIDIAO";7
"510685 PORTO ESTRELA";4
"510700 POXOREO";14
"510704 PRIMAVERA DO LESTE";105
"510706 QUERENCIA";16
"510710 SAO JOSE DOS QUATRO MARCOS";17
"510715 RESERVA DO CABACAL";1
"510718 RIBEIRAO CASCALHEIRA";15
"510720 RIO BRANCO";4
"510724 SANTA CARMEM";6
"510726 SANTO AFONSO";2
"510729 SAO JOSE DO POVO";2
"510730 SAO JOSE DO RIO CLARO";9
"510735 SAO JOSE DO XINGU";5
"510740 SAO PEDRO DA CIPA";4
"510757 RONDOLANDIA";5
"510760 RONDONOPOLIS";345
"510770 ROSARIO OESTE";10
"510774 SANTA CRUZ DO XINGU";5
"510775 SALTO DO CEU";5
"510776 SANTA RITA DO TRIVELATO";1
"510777 SANTA TEREZINHA";4
"510779 SANTO ANTONIO DO LESTE";14
"510780 SANTO ANTONIO DO LEVERGER";10
"510785 SAO FELIX DO ARAGUAIA";10
"510787 SAPEZAL";34
"510788 SERRA NOVA DOURADA";1
"510790 SINOP";108
"510792 SORRISO";163
"510794 TABAPORA";6
"510795 TANGARA DA SERRA";221
"510800 TAPURAH";11
"510805 TERRA NOVA DO NORTE";8
"510810 TESOURO";2
"510820 TORIXOREU";3
"510830 UNIAO DO SUL";4
"510835 VALE DE SAO DOMINGOS";1
"510840 VARZEA GRANDE";193
"510850 VERA";5
"510860 VILA RICA";7
"510880 NOVA GUARITA";6
"510885 NOVA MARILANDIA";3
"510890 NOVA MARINGA";4
"510895 NOVA MONTE VERDE";4
"520005 ABADIA DE GOIAS";7
"520010 ABADIANIA";17
"520013 ACREUNA";5
"520015 ADELANDIA";2
"520017 AGUA FRIA DE GOIAS";7
"520020 AGUA LIMPA";3
"520025 AGUAS LINDAS DE GOIAS";71
"520030 ALEXANIA";26
"520050 ALOANDIA";1
"520055 ALTO HORIZONTE";10
"520060 ALTO PARAISO DE GOIAS";5
"520080 ALVORADA DO NORTE";10
"520082 AMARALINA";2
"520085 AMERICANO DO BRASIL";4
